"uid"	"domainID"	"siteID"	"plotID"	"namedLocation"	"laboratoryName"	"collectDate"	"processedDate"	"geneticSampleID"	"deprecatedVialID"	"dnaSampleID"	"internalLabID"	"sequenceAnalysisType"	"testProtocolVersion"	"sampleMaterial"	"sampleMass"	"nucleicAcidConcentration"	"nucleicAcidPurity"	"nucleicAcidQuantMethod"	"dnaPooledStatus"	"qaqcStatus"	"dnaProcessedBy"	"remarks"	"dataQF"	"publicationDate"
"5118"	"c34588be-c743-4a96-95ae-cb8c4fdd978c"	"D07"	"MLBS"	"MLBS_006"	"MLBS_006.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 19:30:00	2018-12-27	"MLBS_006-M-5-19-20180612-GEN"	NA	"MLBS_006-M-5-19-20180612-GEN-DNA1"	"18S_01_0088"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.4	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5119"	"01905b86-25d0-4f69-bf3d-74f24d52499d"	"D07"	"MLBS"	"MLBS_006"	"MLBS_006.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 19:45:00	2018-12-27	"MLBS_006-M-1-24.5-20180612-GEN"	NA	"MLBS_006-M-1-24.5-20180612-GEN-DNA1"	"18S_01_0072"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	54	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5120"	"abea3a09-9803-429b-870c-bad70e4624b4"	"D07"	"MLBS"	"MLBS_006"	"MLBS_006.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 19:45:00	2018-12-27	"MLBS_006-O-1-24.5-20180612-GEN"	NA	"MLBS_006-O-1-24.5-20180612-GEN-DNA1"	"18S_01_0001"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	5.1	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5121"	"87992273-d228-40b4-bf49-ed2a5fcca5c5"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 20:30:00	2018-12-27	"MLBS_007-M-31-7.5-20180612-GEN"	NA	"MLBS_007-M-31-7.5-20180612-GEN-DNA1"	"18S_01_0057"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.1	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5122"	"c3eab068-2027-45ed-8f66-c50296a5df7c"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 20:30:00	2018-12-27	"MLBS_007-O-31-7.5-20180612-GEN"	NA	"MLBS_007-O-31-7.5-20180612-GEN-DNA1"	"18S_01_0002"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	23	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5125"	"c223b2ec-b4d5-432e-898b-87243bb9e210"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 20:47:00	2018-12-27	"MLBS_007-M-3.5-9-20180612-GEN"	NA	"MLBS_007-M-3.5-9-20180612-GEN-DNA1"	"18S_01_0049"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	9.7	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5126"	"939df379-65ba-40dc-b272-e2870eb7c9e2"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 20:47:00	2018-12-27	"MLBS_007-O-3.5-9-20180612-GEN"	NA	"MLBS_007-O-3.5-9-20180612-GEN-DNA1"	"18S_01_0070"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	30	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5127"	"020f30d1-d9fc-40e1-aa6c-c8503f94c58d"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 21:00:00	2018-12-27	"MLBS_007-O-6-28.5-20180612-GEN"	NA	"MLBS_007-O-6-28.5-20180612-GEN-DNA1"	"18S_01_0018"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	30	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5128"	"84e10cb4-cd17-477e-b94a-716f460e5250"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 21:00:00	2018-12-27	"MLBS_007-M-6-28.5-20180612-GEN"	NA	"MLBS_007-M-6-28.5-20180612-GEN-DNA1"	"18S_01_0065"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	14	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5129"	"0108ff10-ff82-4633-8b41-4b931ebd4013"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:13:00	2018-12-27	"MLBS_067-M-33.5-39-20180612-GEN"	NA	"MLBS_067-M-33.5-39-20180612-GEN-DNA1"	"18S_01_0060"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	25	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5130"	"5be143ce-2e41-4f3d-ad43-447635955485"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:13:00	2018-12-27	"MLBS_067-O-33.5-39-20180612-GEN"	NA	"MLBS_067-O-33.5-39-20180612-GEN-DNA1"	"18S_01_0064"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	32	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5133"	"8ef7878c-4c8a-4769-b7c5-ccd54cbd3b48"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:23:00	2018-12-27	"MLBS_067-O-32-4.5-20180612-GEN"	NA	"MLBS_067-O-32-4.5-20180612-GEN-DNA1"	"18S_01_0048"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	30	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5134"	"46a6f50f-ef93-4a85-acdf-2e58bde29c49"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:23:00	2018-12-27	"MLBS_067-M-32-4.5-20180612-GEN"	NA	"MLBS_067-M-32-4.5-20180612-GEN-DNA1"	"18S_01_0052"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	2.1	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5135"	"825b4185-f047-4571-a7c8-66e374c987da"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:37:00	2018-12-27	"MLBS_067-M-7-11.5-20180612-GEN"	NA	"MLBS_067-M-7-11.5-20180612-GEN-DNA1"	"18S_01_0068"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	10	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5136"	"38dea8fb-595e-41bd-a20e-a1cc59d4a6b9"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:37:00	2018-12-27	"MLBS_067-O-7-11.5-20180612-GEN"	NA	"MLBS_067-O-7-11.5-20180612-GEN-DNA1"	"18S_01_0021"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	31	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5137"	"91a1ae13-4d36-4990-9f55-28882e95db7d"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:55:00	2018-12-27	"MLBS_063-M-2.5-17.5-20180612-GEN"	NA	"MLBS_063-M-2.5-17.5-20180612-GEN-DNA1"	"18S_01_0003"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5138"	"1efa3553-833a-4bb9-94b4-c8d797479fb0"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 22:55:00	2018-12-27	"MLBS_063-O-2.5-17.5-20180612-GEN"	NA	"MLBS_063-O-2.5-17.5-20180612-GEN-DNA1"	"18S_01_0050"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	20	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5142"	"1bb2af0f-5dcf-468f-afa7-37ad510b06ab"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 23:07:00	2018-12-27	"MLBS_063-O-36-12-20180612-GEN"	NA	"MLBS_063-O-36-12-20180612-GEN-DNA1"	"18S_01_0090"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	34	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5143"	"46cdfb40-64f7-493a-9e9c-4472ef99833a"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 23:17:00	2018-12-27	"MLBS_063-M-29.5-32.5-20180612-GEN"	NA	"MLBS_063-M-29.5-32.5-20180612-GEN-DNA1"	"18S_01_0011"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	16	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5144"	"e675c653-89ec-4378-b834-61c7a677ce5d"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-06-12 23:17:00	2018-12-27	"MLBS_063-O-29.5-32.5-20180612-GEN"	NA	"MLBS_063-O-29.5-32.5-20180612-GEN-DNA1"	"18S_01_0058"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	27	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132114Z"
"5145"	"e1b226dd-b853-4a76-b89d-9fc0f1d2b226"	"D07"	"MLBS"	"MLBS_006"	"MLBS_006.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-08 19:41:00	2019-03-05	"MLBS_006-O-0-22-20181008-GEN"	NA	"MLBS_006-O-0-22-20181008-GEN-DNA1"	"18S_13_1131"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	27	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5146"	"0341de1b-eb93-4e57-aa2c-c787f9eabc7a"	"D07"	"MLBS"	"MLBS_006"	"MLBS_006.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-08 20:04:00	2019-03-05	"MLBS_006-O-19-7.5-20181008-GEN"	NA	"MLBS_006-O-19-7.5-20181008-GEN-DNA1"	"18S_13_1130"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	60	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5147"	"231e698e-b047-4590-8538-7fbc79321bb8"	"D07"	"MLBS"	"MLBS_006"	"MLBS_006.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-08 20:28:00	2019-03-05	"MLBS_006-O-35.5-13-20181008-GEN"	NA	"MLBS_006-O-35.5-13-20181008-GEN-DNA1"	"18S_13_1129"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	50	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5148"	"56a0eed5-6a59-4432-a758-838b94a672ea"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-08 21:19:00	2019-03-05	"MLBS_007-O-26.5-5-20181008-GEN"	NA	"MLBS_007-O-26.5-5-20181008-GEN-DNA1"	"18S_13_1155"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	31	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5149"	"bc3d4753-a560-4511-9186-cdf10c673a7e"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-08 21:39:00	2019-03-05	"MLBS_007-O-8-17-20181008-GEN"	NA	"MLBS_007-O-8-17-20181008-GEN-DNA1"	"18S_13_1153"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	37	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5150"	"509fbf9a-5fba-4ff0-9eac-44848aecd8fa"	"D07"	"MLBS"	"MLBS_007"	"MLBS_007.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-08 22:02:00	2019-03-05	"MLBS_007-O-35.5-30.5-20181008-GEN"	NA	"MLBS_007-O-35.5-30.5-20181008-GEN-DNA1"	"18S_13_1154"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	24	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5151"	"b1f3aefc-c62e-4626-b1ad-c2d1341df571"	"D07"	"MLBS"	"MLBS_064"	"MLBS_064.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 11:53:00	2019-03-05	"MLBS_064-O-13.5-3.5-20181009-GEN"	NA	"MLBS_064-O-13.5-3.5-20181009-GEN-DNA1"	"18S_13_1146"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	69	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5152"	"3358d9a7-2085-47f9-9344-9b223457154f"	"D07"	"MLBS"	"MLBS_064"	"MLBS_064.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 12:23:00	2019-03-05	"MLBS_064-O-4-24.5-20181009-GEN"	NA	"MLBS_064-O-4-24.5-20181009-GEN-DNA1"	"18S_13_1144"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	6.3	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5154"	"c8ca7e21-ad61-4018-9b32-1108c20f2330"	"D07"	"MLBS"	"MLBS_061"	"MLBS_061.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 13:08:00	2019-03-05	"MLBS_061-O-7-0.5-20181009-GEN"	NA	"MLBS_061-O-7-0.5-20181009-GEN-DNA1"	"18S_13_1150"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	28	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5155"	"df5bc957-f04a-4de0-a906-f166cbf80871"	"D07"	"MLBS"	"MLBS_061"	"MLBS_061.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 13:31:00	2019-03-05	"MLBS_061-O-28-9-20181009-GEN"	NA	"MLBS_061-O-28-9-20181009-GEN-DNA1"	"18S_13_1151"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	43	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5157"	"4463c41f-d05a-4d87-8881-6304b4a7a37c"	"D07"	"MLBS"	"MLBS_001"	"MLBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 15:29:00	2019-03-05	"MLBS_001-O-34.5-16.5-20181009-GEN"	NA	"MLBS_001-O-34.5-16.5-20181009-GEN-DNA1"	"18S_13_1138"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	33	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5158"	"74a13b7a-fb8c-4964-b527-320ea304a7fa"	"D07"	"MLBS"	"MLBS_001"	"MLBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 15:54:00	2019-03-05	"MLBS_001-O-14.5-39-20181009-GEN"	NA	"MLBS_001-O-14.5-39-20181009-GEN-DNA1"	"18S_13_1140"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	31	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5159"	"7dd8d250-8be6-4fdf-90f3-1d8453d463dd"	"D07"	"MLBS"	"MLBS_001"	"MLBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 16:10:00	2019-03-05	"MLBS_001-O-22-36.5-20181009-GEN"	NA	"MLBS_001-O-22-36.5-20181009-GEN-DNA1"	"18S_13_1139"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	50	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5160"	"69e53a84-cdcf-4db8-b287-749382ec2c42"	"D07"	"MLBS"	"MLBS_005"	"MLBS_005.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 16:47:00	2019-03-05	"MLBS_005-O-9-9.5-20181009-GEN"	NA	"MLBS_005-O-9-9.5-20181009-GEN-DNA1"	"18S_13_1132"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	19	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5161"	"7c9c8e5d-a66a-41a8-bf40-f5718542ab99"	"D07"	"MLBS"	"MLBS_005"	"MLBS_005.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 17:12:00	2019-03-05	"MLBS_005-O-26-6-20181009-GEN"	NA	"MLBS_005-O-26-6-20181009-GEN-DNA1"	"18S_13_1134"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	25	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5163"	"43434f2b-3b14-43c1-a929-2c6df2d6d028"	"D07"	"MLBS"	"MLBS_003"	"MLBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 19:06:00	2019-03-05	"MLBS_003-O-13.5-34.5-20181009-GEN"	NA	"MLBS_003-O-13.5-34.5-20181009-GEN-DNA1"	"18S_13_1137"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	27	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5164"	"c0cb7e2d-7233-42f7-8b70-4bc1a66b5179"	"D07"	"MLBS"	"MLBS_003"	"MLBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 19:28:00	2019-03-05	"MLBS_003-O-21.5-5.5-20181009-GEN"	NA	"MLBS_003-O-21.5-5.5-20181009-GEN-DNA1"	"18S_13_1136"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	52	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5165"	"e738f5ed-2e9f-47fd-b148-f2accc8a0a0c"	"D07"	"MLBS"	"MLBS_003"	"MLBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-09 19:45:00	2019-03-05	"MLBS_003-O-38-22.5-20181009-GEN"	NA	"MLBS_003-O-38-22.5-20181009-GEN-DNA1"	"18S_13_1135"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5166"	"973fd347-030c-4152-9c8e-162bebfed742"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-10 11:36:00	2019-03-05	"MLBS_067-O-30.5-23.5-20181010-GEN"	NA	"MLBS_067-O-30.5-23.5-20181010-GEN-DNA1"	"18S_13_1141"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	59	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5167"	"9772119a-9c42-4f0c-9c68-3abca732c9c0"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-10 11:54:00	2019-03-05	"MLBS_067-O-1.5-34.5-20181010-GEN"	NA	"MLBS_067-O-1.5-34.5-20181010-GEN-DNA1"	"18S_13_1143"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	46	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5168"	"4ca5fd02-b803-4ee5-ae8d-7b258f4594df"	"D07"	"MLBS"	"MLBS_067"	"MLBS_067.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-10 12:12:00	2019-03-05	"MLBS_067-O-2-19-20181010-GEN"	NA	"MLBS_067-O-2-19-20181010-GEN-DNA1"	"18S_13_1142"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	33	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5169"	"60a54538-2ace-4269-b40d-432ff99fd52e"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-10 12:49:00	2019-03-05	"MLBS_063-O-12-39.5-20181010-GEN"	NA	"MLBS_063-O-12-39.5-20181010-GEN-DNA1"	"18S_13_1149"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	35	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5170"	"a7a19fd7-8b57-4f45-a742-d82862fa7519"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-10 12:57:00	2019-03-05	"MLBS_063-O-16-9.5-20181010-GEN"	NA	"MLBS_063-O-16-9.5-20181010-GEN-DNA1"	"18S_13_1148"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	35	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5171"	"eafe7773-647e-407c-a23a-28f548ad929d"	"D07"	"MLBS"	"MLBS_063"	"MLBS_063.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-10 13:09:00	2019-03-05	"MLBS_063-O-25.5-9-20181010-GEN"	NA	"MLBS_063-O-25.5-9-20181010-GEN-DNA1"	"18S_13_1147"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	28	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T132940Z"
"5188"	"ca5b69d5-d047-4ed9-baf3-3748820dbd7b"	"D07"	"ORNL"	"ORNL_002"	"ORNL_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 15:30:00	2018-07-23	"ORNL_002-O-2.5-10.5-20160229-GEN"	NA	"ORNL_002-O-2.5-10.5-20160229-GEN-DNA1"	"BMI_Plate73WellD1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	32	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5189"	"6256af26-0dec-4564-9bc3-7086ab4dfc5b"	"D07"	"ORNL"	"ORNL_002"	"ORNL_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 15:40:00	2018-07-23	"ORNL_002-O-20.5-8.5-20160229-GEN"	NA	"ORNL_002-O-20.5-8.5-20160229-GEN-DNA1"	"BMI_Plate73WellD2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	44	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5190"	"b098a6e8-23b1-4b99-b83d-6fd0d11058bc"	"D07"	"ORNL"	"ORNL_002"	"ORNL_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 15:50:00	2018-07-23	"ORNL_002-O-30-36-20160229-GEN"	NA	"ORNL_002-O-30-36-20160229-GEN-DNA1"	"BMI_Plate73WellD4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	35	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5191"	"41c8037b-9915-4a12-9b5c-f7363253d4ab"	"D07"	"ORNL"	"ORNL_003"	"ORNL_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 17:15:00	2018-07-23	"ORNL_003-O-34.5-17-20160229-GEN"	NA	"ORNL_003-O-34.5-17-20160229-GEN-DNA1"	"BMI_Plate73WellD10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	38	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5192"	"29ee04d1-5463-4ac0-916f-ee1d18ca7970"	"D07"	"ORNL"	"ORNL_003"	"ORNL_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 17:25:00	2018-07-23	"ORNL_003-O-33.5-36.5-20160229-GEN"	NA	"ORNL_003-O-33.5-36.5-20160229-GEN-DNA1"	"BMI_Plate73WellD8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	34	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5193"	"f8db38fb-8df6-445c-abef-714dd3e82487"	"D07"	"ORNL"	"ORNL_003"	"ORNL_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 18:30:00	2018-07-23	"ORNL_003-O-2.5-0.5-20160229-GEN"	NA	"ORNL_003-O-2.5-0.5-20160229-GEN-DNA1"	"BMI_Plate73WellD6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	47	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
